id,name,relationship,relative,relativename
Q208497,Tupou VI of Tonga,child,Q13382727,
Q208497,Tupou VI of Tonga,child,Q14947549,
Q208497,Tupou VI of Tonga,child,Q1583552,
Q208497,Tupou VI of Tonga,father,Q273739,
Q208497,Tupou VI of Tonga,mother,Q3711224,
Q208497,Tupou VI of Tonga,sibling,Q227716,
Q208497,Tupou VI of Tonga,sibling,Q7405720,
Q208497,Tupou VI of Tonga,spouse,Q6962436,
Q227716,George Tupou V of Tonga,father,Q273739,
Q227716,George Tupou V of Tonga,mother,Q3711224,
Q227716,George Tupou V of Tonga,sibling,Q208497,
Q227716,George Tupou V of Tonga,sibling,Q7405720,
Q273739,Tāufaʻāhau Tupou IV of Tonga,child,Q208497,
Q273739,Tāufaʻāhau Tupou IV of Tonga,child,Q227716,
Q273739,Tāufaʻāhau Tupou IV of Tonga,child,Q25701254,
Q273739,Tāufaʻāhau Tupou IV of Tonga,child,Q7405720,
Q273739,Tāufaʻāhau Tupou IV of Tonga,father,Q10948952,
Q273739,Tāufaʻāhau Tupou IV of Tonga,mother,Q541570,
Q273739,Tāufaʻāhau Tupou IV of Tonga,sibling,Q984131,
Q273739,Tāufaʻāhau Tupou IV of Tonga,spouse,Q3711224,
Q28910910,‘Akosita Lavulavu,spouse,Q8084044,
Q3485136,Lord Maʻafu,spouse,Q25702086,
Q3594635,ʻAlipate Tuʻivanuavou Vaea,father,Q808685,
Q3594635,ʻAlipate Tuʻivanuavou Vaea,mother,Q4862978,
Q3594635,ʻAlipate Tuʻivanuavou Vaea,sibling,Q6962436,
Q5437258,"Fatafehi Fakafānua, 8th Lord Fakafānua",father,Q25701264,
Q5437258,"Fatafehi Fakafānua, 8th Lord Fakafānua",mother,Q25702088,
Q7449658,Semisi Tapueluelu,child,Q19605129,
Q8084044,‘Etuate Lavulavu,spouse,Q28910910,
Q808685,Baron Vaea,child,Q3594635,
Q808685,Baron Vaea,child,Q6962436,
Q808685,Baron Vaea,spouse,Q4862978,
Q96476105,Siaosi Pōhiva,father,Q3594634,
Q96574317,Tevita Tu'i Uata,father,Q8084048,
